time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1625554197.22373,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,857.16976148252,879.111483260229,902.233340106649,901.071584281737,894.000559283941,870.724411050936,863.145989969252,870.253411369355,873.910750591844,879.211009940162,886.20144436804,869.340554673484,922.106284546418,901.337894465777,842.567504714014,840.31006182242,831.172665575571,866.081982262649,857.49518949088,848.813289245638,783.53366232728,806.486205709682,744.589148457054,733.066163453204,762.465081167656,647.723706529258,562.304188140192,386.389699655671,1225.48969803911,371.727050401232,519.762445738435,594.979831590954,693.208482348564,635.416398907047,641.848891874092,668.754813066792,620.762434430435,671.339705365324,654.563213142932,624.374887387377,531.292762984779,490.315204740787,460.691870994052,500.035998704093,466.318560642829,370.32418230518,384.948048442904,348.363316093988,332.404873610481,264.054918530218,207.634293891929,189.736659610103,169.664374575218,196.379734188638,165.894544816881,145.910931735768,150.651916682132,0,2146.56772546314,4778.18459249954
1625554197.22442,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,831.177478039438,857.31791069591,894.624502235435,892.489775851802,905.64673024309,890.995510650867,878.947666246404,878.956767992602,848.080184888198,859.595835262131,863.672391593016,895.16590641065,895.737126616956,849.117777460818,884.038460701795,887.637876614107,881.3563411016,822.606224143727,809.654864741762,795.238957798221,828.321797371046,785.478198297063,795.242101501172,790.697160738547,715.995810043606,696.726632187977,598.017558270658,355.440571685338,1225.48969803911,348.005747078981,558.616147278254,642.806347199528,641.749172184897,687.215395636623,689.731831946301,635.314095546447,685.766724185419,614.212503943057,583.227228445312,561.328780662456,599.09264725917,566.358543680591,520.047113250329,420.233268554502,391.494572120738,417.20258867845,311.464283666683,281.623862625311,240.470372395437,269.898128930158,264.82447016845,246.203168135587,227.77401080896,116.249731182485,94.8946784598589,30,34.6698716467194,0,2146.56772546314,4778.18459249954
1625554197.22478,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,857.303330216324,878.713832826137,905.49047482566,911.579947124771,901.169240487046,884.317250764679,865.038727456754,857.577984792054,878.601160937089,895.623246683559,901.128736640886,885.171734749817,904.531370379159,893.11421442053,865.648889562044,851.936617360705,846.213330076997,865.082655010491,857.776777489342,841.456475404403,799.525484271765,812.825319487527,773.708601477326,754.936421164061,743.768781275471,655.598200119555,570.087712549569,380.432648441219,1225.48969803911,368.860407200339,536.121254941455,615.262545585216,670.768216301279,649.197196543546,656.933025505645,701.002853061241,635.661859796543,662.193325245732,651.15973462738,615.182899632296,542.708945936954,503.953370858852,474.751513952299,483.823314857811,466.15233561573,360.455267682413,392.188730077752,353.553390593274,314.148054267411,233.565836542933,192.626581758593,164.839315698652,148.408220796558,199.138143006306,182.463695019037,233.63432966925,293.518312886947,0,2146.56772546314,4778.18459249954
1625554197.22516,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,816.848211113913,853.445370249321,894.751920925572,887.23953924518,883.702438607023,859.546391999873,861.083619632844,849.372121040007,858.876591833774,864.932945377848,864.250542377614,865.515453357131,900.746912290017,862.74445811028,860.556215479268,854.262840114212,845.421196800743,821.854610013231,811.039456500114,808.48129230057,817.061197218421,798.360820681977,788.814300073217,767.683528545455,723.309753839944,678.941087282247,585.088882136723,363.455636907725,1225.48969803911,339.506995509665,549.042803431572,631.469714238142,643.802764827862,665.546392071958,673.546583392715,665.000751879274,658.492976424198,620.72538211354,609.508818640059,573.445725417846,567.056434581251,531.27205836558,497.467586883809,451.465391807611,423.341469738083,389.354594168349,348.427897849756,322.490309931942,286.471639084919,228.063587624154,220.639978245104,191.049731745428,174.545123105746,192.416215532891,166.715326230074,144.837840359486,100.224747442934,0,2146.56772546314,4778.18459249954
1625554197.22683,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,768.750284552793,808.092197710138,853.328776029497,839.021453837743,855.308131611059,824.602934751023,823.847680096266,814.637342625539,818.506566864311,816.99204402491,835.014969925689,826.758731432575,792.082066455238,824.420402464665,828.15095242353,814.97055161521,816.012254809939,781.696872195354,776.846188122205,769.538173192208,779.108464849407,764.251267581546,752.080447824566,749.736620420798,688.466411671623,645.613661565491,558.197993547093,340.917878674616,1225.48969803911,331.887028972209,532.18417864495,598.065213835414,613.492461241375,639.597529701296,647.14217912295,638.263268565566,618.983036924276,582.312630809259,572.053319193237,542.623257887091,538.112441781455,501.886441339074,470.102116566178,423.520955797939,395.102518341759,368.241768407659,340.379200304601,303.065999412669,278.454664173542,225.44178849539,215.390343330429,193.414063604486,186.217614634062,196.491730105875,179.270744964146,158.050624801043,111.287914887467,0,2146.56772546314,4778.18459249954
1625554197.23018,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,827.484138820799,865.088434785716,904.381556645203,897.682571959599,895.35802894708,869.632106123043,861.886883529388,857.50451893853,869.276135643905,869.756862577123,878.02733442644,869.983907897152,872.550858116591,876.029679862503,867.942970476747,859.329971547601,860.811245279707,835.134719671024,830.173475847067,818.648276123513,818.032395446537,804.374290986478,784.302237660967,766.002610961608,729.400438716622,683.084914194421,588.634011929314,371.70418345776,1225.48969803911,353.162851953599,554.837814140313,626.055908046558,654.480710181744,665.940688049619,682.097500361935,682.567212807647,660.891821707608,630.575134302012,614.538851497609,586.985519412532,562.754831165402,531.470601256551,486.892185190931,466.18129520606,432.897216438267,385.253163517186,369.380562563868,335.793091054596,298.202951024969,229.019649811976,210.800853888214,177.530279107537,169.002958553985,195.389354878919,168.582324103092,148.222805262888,99.1261822123701,0,2146.56772546314,4778.18459249954
1625554197.23508,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,806.833935825706,845.075144587746,887.756723432721,901.213626173062,911.546488117858,892.54299616321,868.617292022212,888.966253577716,865.924361592859,863.672391593016,855.767491787343,892.740163765471,901.740539179647,854.852618876494,886.680325709328,891.80322941779,892.318328849072,817.863069223693,819.253928888962,796.492310069595,848.760272397336,771.260008038794,813.753033788508,791.836473016999,716.034217059492,690.307902316061,594.274347418766,360.998614955792,1225.48969803911,348.648820448313,563.067491514117,654.085621306569,643.447744576046,692.792176630193,696.397874781364,640.388944314313,682.825014187383,609.939341246324,587.986394400415,569.158150253513,602.961026932919,574.129776270139,537.900548428796,431.737188576569,390.041023483428,418.389770429441,316.741219294237,276.682128082028,250.049995001,281.824413420839,259.855729203726,254.332459587839,230.152123605236,124.887949778992,103.092191750879,104.004807581188,124.326183887386,0,2146.56772546314,4778.18459249954
1625554197.24922,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,820.542503469503,817.745681737299,823.771813064759,835.029340801867,842.788822896934,834.269141224821,821.541234509869,820.498019497915,790.833105022798,797.937967513766,810.963007787655,835.660816360322,830.932608579059,801.626471618796,828.604248118485,824.284538251204,828.38698686061,760.008552583456,755.889542195154,738.354928201878,776.031571522706,726.692507185811,744.887239788681,724.939307804453,659.21544278028,642.284205005853,550.051815741026,340.411515668903,1225.48969803911,320.324835128343,523.359341179653,594.226387835478,587.912408441938,638.097171283497,642.627419271852,591.798107465713,629.301199744606,562.088960930563,538.416195893103,515.891461452891,565.58995747803,519.601770589747,489.123706233914,385.643617864992,366.174821635786,389.251846495299,287.543040256585,259.557315443044,228.473193175917,257.235300843411,257.782854356142,243.905719490134,225.222112591104,125.495019821505,114.337220536446,140.246212070059,209.344214154583,0,2146.56772546314,4778.18459249954
1625554197.24955,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,771.654067571733,803.283262616619,842.078974918624,838.072192594409,825.722108218013,821.842442320911,805.526535875759,804.922977681716,804.776366452196,808.636506719799,822.57218528224,811.647706828523,796.342890970969,814.339609745222,815.237388740237,802.947694435945,798.655119560377,770.197377300131,772.627982925806,751.481869375436,770.730173277263,762.640806671135,740.790118724595,726.672553492975,667.329753570152,636.858697043544,545.770098118246,338,1225.48969803911,323.037149566424,523.115665986023,587.725275958079,594.374461093341,635.975628463859,631.180639753787,624.695926031217,617.304624962425,581.622729954736,556.970376231986,537.819672380994,526.575730545949,492.219463247848,459.36695571188,423.520955797939,395.83961398526,366.852831527848,338.998525070538,302.729251972782,278.016186579127,219.9113457737,199.060292373944,192.774479638774,165.710591091819,196.010203816026,182.463695019037,185.924715947074,179.17868176767,0,2146.56772546314,4778.18459249954
1625554198.26017,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,779.965383847258,810.610263936992,847.294517862591,851.408832465344,859.107094604625,836.995818388599,822.144756110504,822.431152133721,801.623976687324,811.549752017706,821.94038713279,833.232860609806,814.192237742414,809.088993869031,831.703072015488,834.549579114387,823.842824815511,763.489358144565,751.559711533289,735.674520423264,776.24995974235,737.109218501573,751.651514998806,741.547705815344,655.228967613612,649.049304752728,563.370215755146,331.547884927653,1225.48969803911,315.40608744918,535.67620817057,599.470599779506,582.307478914705,645.962847228848,649.465164577747,606.29035948133,639.569386384308,557.158864238917,528.220597856615,511.297369443654,559.464922939767,527.668456514126,482.171131446087,372.839107390842,354.005649672431,387.220867206301,289.870660812715,256.674891643106,233.310951307477,236.298539987026,243.673962499074,222.503932549517,193.705962737341,147.827602294024,135.97793938724,117.337121150981,117.337121150981,0,2146.56772546314,4778.18459249954
1625554198.73237,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,804.470633398137,842.431006077056,887.756723432721,873.361322706702,884.707861387023,853.923298663293,854.070840153204,852.021126498633,860.284836551244,865.210379040843,881.077181636206,882.999433748403,910.108784706532,887.820364713493,889.361568767169,904.135498694748,904.716530190534,877.54487064765,868.746223013372,873.375635107827,883.246851112417,861.055166641488,853.478177811243,838.098442905128,767.0104301768,726.154253585283,623.770791236653,373.883671748313,1225.48969803911,355.202758998294,579.98620673254,663.301590530281,653.069674690228,694.015849963097,703.912636624745,675.740334744049,690.703988695592,618.408441080812,595.667692593782,572.450871254469,576.389625166866,542.860939836345,490.433481728154,432.005786998276,397.256843868045,384.255123583278,333.120098463002,290.66303514551,257.309152577206,211.00236965494,194.486503387767,169.248338248858,141.481447547019,149.335193440796,141.904897730839,123.761868117769,81.8352002502591,0,2146.56772546314,4778.18459249954
1625554199.75543,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,756.627385177143,778.298785814291,804.047884146212,807.996287120182,794.362637590666,777.059199803979,767.91926658992,789.30475736562,798.308837480834,801.289585605604,828.688723224831,805.96836166192,846.236964449084,828.38698686061,796.656136611022,792.642416225627,799.252150450657,841.002378117922,835.179621398894,820.821539678388,777.283088713501,807.36732656208,757.842331887049,730.042464518332,745.45623613999,630.187273752811,546.113541308032,378.582883923719,1225.48969803911,356.808071657579,493.758037909258,557.28269307417,649.214910488045,600.003333324074,603.126023315194,650.689634157484,571.423660693185,614.864212651867,599.003338888858,570.351645916798,465.691958272848,437.923509302709,397.886918608793,421.3039282988,386.680746870076,284.60850303531,310.736222542529,279.401145309034,246.172703604604,180.405099706189,119.473846510439,96.2548700066651,93.6002136749698,113.137084989848,103.324730824716,132.003787824441,171.493440107778,0,2146.56772546314,4778.18459249954
1625554199.75582,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,766.48613816559,774.82643217691,794.066118153898,784.652789455311,806.811626093725,785.903938150204,779.669801903344,788.462427766853,772.161900121989,773.652376717089,786.943454131236,815.314663182259,815.958945045644,799.638043117009,826.949212467126,835.059878092583,839.586207604675,803.619935043924,793.737992035155,783.275175146002,808.030321213258,787.407137381926,776.201649057769,760.450524360395,695.880018393976,663.668591994529,576.126722171433,350.304153558019,1225.48969803911,329.984848137002,531.896606494157,598.989983221756,610.593973111429,632.038764633942,632.494268748737,596.239046020973,626.422381464775,562.202810380738,521.699147018662,504.590923422132,523.01529614343,489.449690979574,453.339828384844,356.624452330459,312.123373043417,330.892731863364,233.36237914454,196.389918274844,169.705627484771,193.424403837778,186.593140281201,169.144908288721,149.325148585227,61.773780845922,55.4436651025164,90.7083237635885,161.966045824426,0,2146.56772546314,4778.18459249954
1625554200.16457,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,747.285755250292,785.300579396195,823.561169555729,831.915861130199,824.33488340601,813.17279836453,795.389841524268,810.44432257867,782.20713369286,782.736226324041,798.514245333169,817.212946544534,793.300069330641,797.696684210233,830.498645393236,828.179932140353,823.131824193428,773.633634222298,767.140795421545,747.353999119561,786.285571532379,737.24487112492,751.726679052965,731.416434051081,667.353729292045,641.400031181789,547.417573704024,333.421654965601,1225.48969803911,312.899344837921,515.108726386964,588.430114796991,581.921816054356,632.772470956188,627.675871768224,583.618025766854,630.740834257621,542.30987451825,532.202968800438,492.345407209207,530.449809124294,504.179531516304,465.752079973885,372.033600633061,335.45193396372,354.673088914285,255.691220029159,228.949776151889,193.126901285139,222.308344422786,202.039600078796,191.509790872425,165.462986797652,83.240615086627,76.1577310586391,43.8292140016223,7.21110255092798,0,2146.56772546314,4778.18459249954
1625554200.16481,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,772.726342245429,796.337240118783,824.879385122455,830.231293074406,812.00985215698,803.85197642352,780.974391385531,786.254411752328,794.638282490845,809.594960458623,815.388251080429,802.436913408151,835.275403684318,822.732641870979,797.413945200358,792.720001009184,807.941829589235,804.651477349045,801.718778625024,785.004458586064,758.972990296756,767.407323394819,725.115852812501,717.649635964514,684.731334174215,628.411489392102,537.618824075199,349.777071861493,1225.48969803911,336.762527606621,497.610289282688,559.279000142147,604.216020972632,597.649562871086,602.379448520615,602.379448520615,585.283691896502,597.45209012941,571.349280213076,540.145350808465,492.061987964931,451.707870199314,424.062495394252,411.734137520804,381.16794198883,307.236065591265,326.475113906098,289.373461119018,256.813161656485,186.783296897769,149.459024484974,118.004237212059,99.724620831568,153.394915169963,136.30847369111,182.989070711887,236.890269956366,0,2146.56772546314,4778.18459249954
1625554201.66335,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,689.383782808966,680.877375156496,677.48062702929,674.276649454807,627.345200029458,603.344843352456,608.276253029822,644.479635054514,662.341301747068,691.312519776693,699.2317212484,659.061453887268,710.403406523364,722.020775324367,673.416661510539,677.587632708862,706.759506480104,727.748582959802,761.615388499996,766.061355245127,690.228947523936,753.048471215499,675.538303873289,659.170691096017,695.463155026922,590.840079886258,516.706880155471,374,1225.48969803911,374.488985151766,543.47861043467,635.038581505093,727.396040682103,728.566400542874,741.319094587479,814.83311174743,780.139090162774,844.806486717521,840.493307528382,817.19520311857,769.025357189215,727.024758863135,699.035049192814,733.774488518101,705.382874756681,605.324706252768,639.306655682545,598.198963556441,569.239844002508,513.26114210994,459.36695571188,433.70266312302,418.813801109753,418.813801109753,429.377456324852,447.969865057908,474.865244042981,0,2146.56772546314,4778.18459249954
1625554201.66379,4343.04985004778,11583.1162042,11583.1162042,9442.76617310839,772.089373065062,806.039701255465,843.255595890119,839.01132292717,844.886382894173,823.196817292195,809.350356767698,825.146047678834,803.677796134745,815.723605150666,822.693746177762,828.131632048915,851.259067499431,834.32427748448,822.773966530298,820.936051102642,823.107526390082,825.201187590033,815.039876325079,797.902876295104,776.002577315308,768.532367568211,748.077536088339,732.323016161584,713.628054381272,644.628575227627,560.878774781147,367.915751225739,1225.48969803911,350.720686586919,518.652099195598,586.287472149968,647.47200711691,634.198707031164,625.882576846488,615.312928516865,604.907430934684,615.364932377528,585.44427574279,558.337711425621,520.197078038699,479.037576814179,449.221548904324,409.353148271758,376.446543349783,330.847396846341,295.413269844129,257.701377567137,220.336106891267,221.75887806354,189.095214111833,169.056203672033,150.206524492114,95.9635347410671,62.072538211354,78.1600921186765,108.466584716216,0,2146.56772546314,4778.18459249954
1625554201.6642,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,799.903119133811,814.472221748538,844.365442210895,830.982550960007,840.471891261094,823.04617124436,815.58383995761,802.673657223158,795.780120385022,790.413815668729,812.940342214606,828.473294681247,814.501688150491,808.159637695425,841.206871108409,839.331281437788,836.742493243889,787.711241509222,784.607545209706,767.51612360914,803.891161787465,747.631593767947,765.796970482386,755.973544510653,686.562451638596,664.44713860472,568.07129834203,349.154693509911,1225.48969803911,335.477271957431,530.012264009051,602.63753616913,616.183414252607,651.21808942934,669.430354854036,608.356803200227,634.832261310025,585.044442756275,542.78632996788,524.720878181915,548.942619952213,499.489739634359,468.71953234317,373.128664136113,331.126863905664,354.005649672431,263.592488512097,226.37358503147,190.779977985112,212.840315729892,207.88458336298,187.779125570442,160.863296000051,72,51.4003891035856,59.2368128784795,121.313643090957,0,2146.56772546314,4778.18459249954
1625554201.73306,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,773.941212237726,811.48320993105,852.854032059414,848.958185071562,852.415978264134,827.3934976781,816.835356727413,817.87285075371,816.463716278929,818.740496128047,840.143440133886,841.214598066391,846.761477631098,835.390327930603,848.408510094047,844.142760438067,850.762011375684,832.685414787601,810.188249729654,800.151235704851,818.84858185137,804.394181977965,795.438243988809,782.828205930267,717.509581817553,692.162553162189,598.21400852872,359.912489363734,1225.48969803911,348.208271010325,559.38537699872,626.718437577833,631.845709014471,677.48062702929,675.245881142566,655.881849116135,651.310217945335,606.003300321046,573.105574916175,556.4970799564,548.610061883666,515.926351333211,470.95222687657,412.778390907276,368.306937214058,349.045842261443,312.416388814671,272.341697137989,248.937743221071,195.243437789853,180.83417818543,150.332963783729,117.098249346436,137.557260804365,134.807269833641,118.406080924925,81.706792863262,0,2146.56772546314,4778.18459249954
1625554202.05579,4343.04985004778,11583.1162042,6556.17457058611,9442.76617310839,800.611016661649,820.781335070432,836.758029540201,844.037913840368,831.37115658411,805.447080819094,793.433677127459,795.837294929058,801.616491846319,799.180830600935,823.119067936104,817.601981406601,864.468044522179,845.697936618034,814.101959216412,813.502304852297,814.740449468418,845.269779419565,847.427283016071,827.021765130761,771.524464939382,789.270549304863,730.441647224472,699.228860960415,717.683077688195,617.404243587619,525.680511337447,363.496905076233,1225.48969803911,346.561682821399,482.469688167039,551.460787363889,637.698988551809,589.376789498874,583.151781271394,623.407571336762,554.823395325035,600.088326831976,586.93100105549,561.471281545192,459.678148273333,429.242355785167,391.327228799633,422.203742285641,393.273441767938,286.183507561145,319.452656899266,279.206017127139,245.120378589786,187.040102651811,137.593604502535,123.967737738494,105.688220724923,109.077953776187,75.9605160593318,23.1948270094864,56.4358042380899,0,2146.56772546314,4778.18459249954
